20:4,3,9,7,6,7,1,7,5,3,3,3,5,3,4,7,9,6,1,6,7,8,4,4,7,9,8,9,5,5
21:1,1,6,8,8,6,4,6,2,3,4,8,5,7,2,6,5,5,5,9,5,4,3,4,1,3,5,3,9,8
22:2,1,1,2,6,8,8,1,3,1,7,6,7,8,6,7,4,2,2,2,6,1,6,1,1,5,7,5,9,9
23:4,9,2,5,8,1,8,8,4,2,5,5,9,9,9,7,7,7,1,1,2,6,9,8,4,4,3,1,9,7
24:7,2,9,9,2,6,6,1,3,5,8,2,3,7,8,7,4,3,7,4,2,5,7,7,6,6,9,8,4,2
25:5,7,4,5,9,9,4,6,7,3,3,2,5,7,3,6,7,1,8,5,1,1,7,5,4,7,8,9,5,2
26:2,9,1,1,3,4,7,1,8,8,1,2,7,5,2,3,3,6,2,2,5,9,7,3,8,4,8,3,4,8
27:6,2,9,1,9,3,4,9,9,7,6,3,5,5,8,3,1,3,1,5,4,7,8,3,6,1,3,8,9,9
28:5,2,9,1,1,4,5,3,2,9,3,9,3,3,1,5,1,2,7,3,8,7,8,4,3,4,8,5,2,9
29:3,8,2,5,5,6,6,8,6,8,2,6,2,9,1,3,5,1,2,4,4,9,1,8,1,7,2,6,7,7
30:1,6,6,2,6,1,9,2,8,7,3,1,5,8,8,2,6,9,3,4,1,9,1,7,1,3,6,2,4,1
31:1,8,1,1,6,9,7,6,6,7,1,5,6,3,9,4,4,2,2,1,5,3,8,2,5,2,1,1,6,7
32:7,8,9,6,4,6,5,3,9,4,8,4,6,1,9,8,5,4,5,6,4,3,7,2,9,6,3,4,2,9
33:6,8,5,9,3,2,5,2,8,5,5,5,5,9,6,1,5,4,7,2,4,6,1,7,6,4,2,8,3,2
34:2,4,1,3,4,6,3,2,5,3,4,7,3,9,9,4,2,8,3,5,1,8,5,8,5,4,3,8,6,8
35:3,1,7,4,9,4,9,3,8,9,6,1,2,5,3,7,8,8,8,1,2,5,3,5,2,6,9,3,8,8
36:5,8,6,9,8,5,6,4,1,7,9,7,2,2,9,6,1,5,3,2,9,2,2,7,2,6,1,4,7,3
37:7,5,4,7,8,6,7,6,1,9,2,1,5,2,6,4,4,3,6,4,1,7,1,6,8,1,6,2,1,7
38:6,3,4,9,5,3,6,7,4,5,4,8,8,4,3,8,2,1,9,5,5,8,6,5,7,6,9,3,3,3
39:2,4,7,2,3,7,9,5,9,9,6,5,5,9,3,7,7,7,2,9,8,8,1,7,4,4,1,1,7,4
40:8,4,8,3,1,5,7,4,2,7,5,7,5,5,7,3,8,4,9,6,6,4,4,2,3,8,1,8,7,4
41:7,2,7,7,4,1,8,4,5,6,3,3,8,8,9,2,9,8,1,7,1,4,4,1,3,1,2,6,6,1
42:8,6,4,2,3,9,5,2,7,8,2,8,3,7,5,4,2,2,7,2,5,2,1,5,9,1,7,2,1,5
43:9,5,7,6,4,5,6,5,1,9,8,8,3,2,9,1,7,5,6,3,4,9,8,6,4,3,2,2,5,4
44:2,2,6,9,6,6,1,6,3,5,6,3,6,8,4,8,4,4,3,8,2,8,9,9,7,1,6,4,6,1
45:6,6,6,6,9,9,3,2,1,2,8,7,3,1,4,1,8,1,1,9,1,7,3,5,6,6,8,9,2,9
46:9,9,7,7,9,2,8,9,4,3,1,6,3,3,4,7,3,1,9,5,6,6,9,4,6,3,9,2,7,1
47:8,4,5,4,2,9,4,5,8,5,2,4,6,3,5,3,2,4,2,6,6,8,4,9,5,7,4,7,9,3
48:2,2,6,9,6,6,1,6,3,5,1,3,6,8,4,8,4,4,3,8,2,8,9,9,7,1,6,4,6,1
49:1,6,3,7,9,4,5,2,6,2,2,3,9,4,9,4,3,4,3,6,5,6,4,5,6,7,1,3,9,8
50:1,4,6,2,6,1,5,1,8,4,2,8,8,1,2,2,3,2,9,8,2,9,2,6,4,5,6,7,7,5
51:2,8,3,3,7,6,9,1,7,6,2,5,9,5,4,7,2,8,7,4,8,1,9,3,7,3,6,4,2,2
52:7,6,8,5,8,9,7,6,5,9,1,1,6,8,8,6,4,1,2,1,5,3,3,1,7,9,4,1,5,7
53:1,2,6,2,6,1,9,2,8,7,3,1,5,8,8,2,6,9,3,4,1,9,1,7,1,3,6,2,4,2
54:7,6,8,5,8,5,7,6,5,9,1,1,6,8,8,6,4,1,2,1,5,3,3,1,7,9,4,1,5,7
55:6,6,5,5,8,6,8,2,8,2,3,5,2,8,1,3,9,1,2,8,1,4,2,5,9,2,6,2,3,8
56:7,8,8,5,9,3,8,2,7,5,9,7,5,3,1,7,8,2,2,3,1,7,4,5,6,8,2,1,5,7
57:1,9,5,1,1,1,1,1,6,2,3,9,3,3,2,8,4,3,1,8,4,7,1,5,7,4,3,3,3,9
58:1,5,1,2,1,9,3,7,3,5,7,6,2,3,3,1,4,6,8,6,6,3,3,8,2,3,8,6,5,5
59:5,8,1,2,1,7,9,7,2,7,3,6,5,2,4,2,8,4,7,9,9,3,1,7,3,5,4,7,4,6
60:4,1,2,2,9,9,7,6,3,3,7,9,9,5,6,8,8,4,5,7,2,4,5,2,6,6,8,2,8,6
61:4,9,1,1,1,2,6,3,7,4,9,9,4,3,8,4,1,1,2,5,6,1,6,6,1,4,2,9,4,5
62:3,7,7,7,4,8,5,4,5,9,8,9,3,2,9,8,9,4,6,5,7,5,7,5,6,9,2,4,4,1
63:8,1,9,4,8,9,8,1,2,6,1,5,6,1,4,4,7,4,2,8,5,5,8,4,1,6,8,4,4,6
64:1,4,4,4,5,4,9,4,6,1,8,1,5,4,5,9,7,6,6,8,5,7,8,4,2,6,6,6,8,9
65:1,6,3,2,2,2,2,6,3,9,3,6,2,5,8,6,7,4,7,5,7,6,9,7,9,1,7,2,3,2
66:4,4,9,4,5,8,3,2,4,1,7,6,2,8,7,6,5,1,5,4,8,7,5,1,9,1,5,5,7,5
67:7,7,3,8,4,2,5,6,6,5,1,7,5,6,6,5,2,1,5,3,2,2,4,6,2,8,7,8,8,5
68:8,7,5,9,5,2,7,4,3,4,9,5,1,2,7,6,5,7,2,5,5,3,5,9,3,6,6,1,5,6
69:9,7,4,7,7,3,6,5,7,8,2,8,9,9,4,5,9,6,4,7,9,5,4,6,6,8,5,7,2,3
70:6,8,5,9,3,2,5,2,8,5,5,5,5,9,6,1,5,4,2,2,4,6,1,7,6,4,2,8,3,2
71:6,5,3,9,5,6,8,3,3,9,3,2,1,9,6,1,9,6,1,3,3,2,7,7,1,9,2,2,5,7
72:7,7,3,6,6,1,7,8,6,7,2,3,4,6,8,5,8,5,4,8,8,7,6,6,6,5,8,3,6,6
73:5,7,4,5,9,9,7,6,7,3,3,2,5,7,3,6,7,1,8,5,1,1,7,5,4,7,8,9,5,9
74:6,5,3,9,5,6,8,3,5,9,3,2,1,9,6,1,9,6,1,3,3,2,7,7,1,9,2,2,5,3
75:2,4,7,2,3,7,9,5,9,9,6,5,5,9,3,7,7,7,2,9,8,8,1,7,4,4,1,1,7,4
76:2,5,7,7,9,7,1,5,9,3,2,8,5,4,8,5,8,4,7,5,4,3,8,8,2,8,5,8,1,3
77:1,6,6,2,4,3,3,4,7,2,7,9,3,7,1,1,8,6,9,6,7,2,1,8,9,6,3,6,4,1
78:7,6,8,4,7,8,9,6,8,3,2,9,9,2,5,6,5,4,6,4,4,3,7,6,7,2,6,8,6,2
79:7,1,7,5,1,1,4,3,5,5,7,9,4,7,7,2,7,4,6,3,2,5,9,6,3,2,6,6,6,3
80:1,2,5,9,1,1,7,5,7,7,9,5,4,5,2,6,7,1,2,2,7,3,5,5,1,2,5,8,4,9
81:1,3,1,2,4,5,9,1,9,4,6,8,4,9,7,7,3,5,5,6,4,9,4,8,4,7,9,4,2,9
82:1,9,6,8,7,2,1,1,6,4,3,2,6,5,5,4,5,4,8,1,9,4,9,6,2,3,5,6,7,9
83:9,2,4,3,9,6,3,8,1,2,4,2,7,9,8,5,7,3,9,8,4,8,2,6,1,5,6,6,6,7
84:4,3,7,3,3,9,2,3,7,4,4,1,1,7,3,1,1,9,2,9,4,5,3,5,1,5,7,6,7,5
85:3,6,7,9,2,4,8,8,3,1,2,7,1,2,3,4,3,7,9,4,5,7,8,4,8,6,9,5,3,4
86:2,2,9,9,2,6,6,1,3,5,8,2,3,7,8,7,4,3,7,4,2,5,7,7,6,6,9,8,4,3
87:5,8,3,7,9,7,9,4,9,9,5,8,3,6,4,5,4,5,4,4,4,5,7,4,4,2,2,3,2,4
88:1,2,4,2,1,8,8,4,6,4,7,6,6,6,7,7,8,1,7,6,5,5,1,8,7,6,3,8,8,7
89:7,2,9,9,2,6,6,1,3,5,8,2,3,7,8,7,4,3,7,4,2,5,7,7,6,6,9,8,4,3
90:5,5,9,8,1,3,4,2,3,6,8,4,6,6,2,4,5,4,3,9,3,4,7,7,2,4,9,2,2,8
91:1,2,2,5,1,8,3,1,9,6,9,9,9,1,3,2,3,8,9,2,9,7,9,6,6,8,8,9,1,5
92:4,7,8,5,7,5,3,2,8,6,1,7,2,9,2,4,5,8,6,2,4,8,3,8,1,5,1,6,9,5
93:4,3,4,6,1,1,9,9,6,2,6,4,3,1,5,6,8,6,8,9,5,1,3,5,9,5,9,4,6,4
94:9,6,3,5,4,6,7,9,1,2,7,4,8,6,4,4,9,3,1,1,1,7,8,8,7,4,8,1,3,3
95:3,7,2,1,4,2,7,9,8,7,9,7,2,6,1,4,6,1,3,4,1,9,6,4,6,2,6,4,8,9
96:7,6,8,5,8,9,7,6,5,9,1,1,6,8,8,6,4,1,2,1,5,3,3,1,7,9,4,1,5,4
97:2,1,2,7,7,4,3,3,4,5,1,6,1,3,5,5,4,1,4,8,7,9,4,6,4,8,6,1,6,1
98:2,8,3,3,7,6,9,1,7,6,2,5,9,5,4,7,2,8,7,4,8,1,9,3,7,3,6,4,2,2
99:7,2,1,7,4,9,9,4,7,8,5,4,1,9,7,3,7,3,5,1,4,7,6,6,3,8,5,6,3,8
100:7,5,8,8,2,8,5,1,2,7,4,5,6,3,7,6,2,3,3,3,7,5,9,2,5,6,5,8,2,5
101:2,2,3,6,8,8,2,2,7,4,2,1,5,7,5,1,6,7,7,5,9,7,4,4,7,8,6,3,2,9
102:8,4,8,6,9,6,4,8,3,5,9,2,1,4,6,6,3,7,6,6,9,7,3,1,1,9,4,9,6,1
103:2,4,3,6,2,3,6,1,2,9,1,7,6,7,9,6,2,1,1,6,5,4,4,2,4,2,7,4,3,4
104:9,6,2,4,5,2,5,6,8,6,4,9,6,3,6,9,7,2,5,5,5,5,1,4,6,1,4,2,6,9
105:4,3,5,4,4,4,2,6,1,9,4,8,2,8,6,5,2,8,9,5,5,6,1,1,1,1,9,2,6,3
106:8,9,5,9,7,8,9,4,1,8,1,4,1,1,9,4,1,2,2,8,2,5,6,2,4,9,8,6,7,9
107:4,3,6,3,3,8,8,5,7,1,5,6,9,7,7,3,7,3,5,6,7,5,3,2,5,2,6,7,9,9
108:2,9,1,1,3,4,7,1,8,8,1,2,7,5,2,3,3,6,2,2,5,9,7,3,8,4,8,3,4,9
109:2,9,2,3,1,6,5,6,2,9,4,3,4,1,2,1,2,8,1,1,3,5,7,4,2,4,3,9,9,2
110:8,7,9,1,6,2,4,9,1,3,1,9,1,3,3,3,5,7,8,5,3,6,3,4,9,1,3,9,3,3
111:8,9,3,8,5,9,2,5,2,4,1,1,4,8,4,3,5,6,8,8,3,4,8,4,6,1,9,9,6,2
112:1,3,1,2,4,5,9,1,9,4,6,8,4,9,7,7,3,5,5,6,4,9,4,8,4,7,9,4,2,3
113:8,8,2,5,4,7,3,2,5,5,2,6,7,2,4,1,2,8,7,2,6,4,9,2,7,5,6,1,4,4
114:8,7,5,7,1,1,5,2,9,6,5,9,9,9,5,5,3,3,5,3,3,2,6,7,7,3,5,9,5,8
115:7,2,4,4,2,6,7,3,4,8,3,3,2,6,1,2,5,4,3,8,3,3,5,3,9,2,7,9,7,4
116:4,1,9,2,3,5,9,9,9,5,3,3,4,6,8,5,2,6,5,8,2,6,7,7,1,6,3,3,6,6
117:7,2,2,1,4,6,7,8,3,4,4,5,7,4,4,6,8,3,7,3,1,2,8,7,3,6,6,7,3,9
118:7,1,4,9,1,6,5,1,6,1,5,6,8,1,2,7,3,7,5,6,7,4,7,8,9,8,8,1,4,9
119:8,2,1,7,7,6,4,3,4,5,3,8,9,3,4,8,6,7,9,9,6,5,6,5,1,7,8,3,1,4
120:2,9,5,2,8,9,5,5,9,1,5,7,4,9,9,5,2,3,3,1,2,4,2,1,8,9,2,4,9,6
121:8,9,5,9,7,8,9,4,1,8,1,4,1,1,9,4,1,2,2,8,2,5,6,2,4,9,8,6,7,4
122:2,7,7,7,4,8,5,4,5,9,8,9,3,2,9,8,9,4,6,5,7,5,7,5,6,9,2,4,4,8
123:6,6,6,6,9,9,3,2,1,2,8,7,3,1,4,1,8,1,1,9,1,7,3,5,6,6,8,9,2,5
124:9,5,3,4,9,9,5,5,5,5,5,6,1,9,3,3,4,7,4,5,4,7,2,3,2,6,6,9,2,2
125:1,8,3,7,5,6,6,7,3,3,9,5,4,3,1,9,1,1,2,6,6,5,1,2,7,7,2,6,5,3
126:5,4,7,2,6,2,8,3,1,2,1,5,4,6,3,4,2,6,4,1,2,3,8,9,2,2,7,6,5,9
127:7,6,2,6,7,7,9,3,7,2,4,5,8,5,1,2,8,4,8,3,5,2,8,7,2,2,8,6,6,6
128:8,7,5,5,8,6,2,9,5,5,9,6,6,9,5,4,7,2,7,1,7,6,3,7,7,2,1,9,6,7
129:5,2,4,6,7,7,3,7,1,3,3,2,5,2,1,2,8,9,3,3,4,4,5,6,1,6,8,8,6,7
130:8,3,1,4,9,4,3,8,4,8,1,1,9,5,6,8,4,4,9,6,7,4,9,4,6,9,9,4,8,1
131:4,3,9,7,6,7,1,7,5,3,3,3,5,3,4,7,9,6,1,6,7,8,4,4,7,9,8,9,5,6
132:4,2,2,5,1,2,2,7,1,5,3,2,6,7,4,6,5,5,9,4,2,5,7,5,6,3,1,9,7,7
133:7,9,5,7,4,1,1,2,2,8,9,6,5,8,2,4,4,4,6,4,7,5,7,6,3,2,9,9,8,8
134:8,2,1,6,7,9,4,6,4,3,9,1,7,7,2,3,1,6,6,9,6,1,8,2,3,8,1,4,3,6
135:1,9,1,4,5,1,2,6,4,7,7,6,8,8,3,7,1,1,7,6,4,8,5,1,1,2,2,1,1,5
136:6,9,9,6,1,2,7,8,6,3,8,2,8,8,7,1,6,9,6,5,2,3,9,3,4,3,7,1,7,4
137:1,7,5,3,7,1,8,2,8,8,8,4,2,4,2,3,3,8,1,7,9,5,2,4,8,4,6,3,6,3
138:4,1,5,8,9,6,2,7,4,9,3,4,6,9,9,7,8,2,9,7,2,8,4,5,4,8,3,9,7,8
139:6,3,2,9,8,3,1,6,1,4,3,4,1,7,2,4,1,8,3,8,3,3,2,4,4,9,7,3,1,7
140:2,9,1,1,3,4,7,1,8,8,1,2,7,5,2,3,3,6,2,2,5,9,7,3,8,4,8,3,4,9
141:7,7,3,5,6,1,7,8,6,7,2,3,4,6,8,5,8,5,4,8,8,7,6,6,6,5,8,3,6,3
142:4,4,9,4,5,8,3,2,4,1,7,6,2,8,7,6,5,1,5,4,8,7,5,1,9,1,5,5,7,1
143:2,2,6,9,6,6,1,6,3,5,6,3,6,8,4,8,4,4,3,8,2,8,9,9,7,1,6,4,6,8
144:3,8,8,2,8,5,3,6,8,3,7,8,3,5,2,7,5,9,7,6,7,8,9,4,9,9,1,1,5,6
145:8,9,3,8,5,9,2,5,2,4,1,1,4,8,4,3,5,6,8,8,3,4,8,4,6,1,9,9,6,4
146:9,6,7,3,5,3,1,5,7,6,2,3,9,1,8,8,5,7,5,8,2,6,5,7,2,4,6,2,6,2
147:7,3,3,7,3,7,9,4,7,9,1,6,7,3,1,1,4,9,5,5,9,7,5,8,8,8,7,6,5,3
148:4,7,8,7,1,3,1,7,5,2,6,7,5,1,8,8,7,2,2,8,2,8,9,4,9,8,6,6,1,9
149:2,3,5,6,4,8,9,8,1,3,1,1,6,1,3,8,8,3,5,6,3,2,5,6,1,2,8,1,2,8
150:7,2,7,7,4,1,8,4,5,6,3,3,8,8,9,2,9,8,1,7,1,4,4,1,3,1,2,6,6,2
151:2,9,8,6,4,9,9,5,1,6,8,8,6,9,7,3,1,1,8,2,8,3,4,6,3,7,7,3,9,6
152:4,9,5,3,5,1,2,2,3,3,4,4,7,1,9,2,3,9,4,4,8,1,2,2,4,1,5,7,3,5
153:6,1,9,8,1,1,7,5,5,7,5,5,1,7,9,1,9,7,7,1,2,4,6,8,5,9,4,6,5,8
154:9,3,3,5,4,1,2,5,8,9,9,3,4,8,3,8,5,6,7,2,4,1,9,5,8,6,8,2,7,8
155:6,9,7,4,3,1,5,4,8,8,2,5,3,7,8,1,5,3,3,4,3,6,5,7,3,2,3,9,8,7
156:6,6,5,8,9,8,5,2,2,8,9,9,8,8,3,2,5,3,7,1,8,8,3,1,2,5,4,4,9,2
157:3,6,7,9,2,4,8,8,3,1,2,7,1,2,3,4,3,7,9,4,5,7,8,4,8,6,9,5,3,8
158:2,8,3,3,7,6,9,1,7,6,2,5,9,5,4,7,2,8,7,4,8,1,9,3,7,3,4,4,2,2
159:2,3,5,6,4,8,9,8,1,3,1,1,6,1,3,8,8,3,5,6,3,9,5,6,1,2,8,1,2,8
160:3,5,2,4,2,8,5,1,6,3,9,8,8,5,7,5,8,6,7,6,3,6,6,7,9,6,3,8,9,3
161:2,4,7,4,8,5,6,8,9,8,3,4,6,9,4,8,8,6,8,9,6,5,2,5,6,1,9,8,9,3
162:4,6,3,5,9,8,3,7,9,5,2,8,1,9,9,2,7,8,1,8,3,1,6,9,9,5,9,7,7,5
163:3,3,2,6,9,5,2,3,7,2,7,1,7,7,7,9,3,6,3,4,2,4,1,1,2,1,5,8,7,5
164:7,7,6,1,5,3,1,9,2,4,3,8,3,4,3,3,4,4,9,1,5,9,2,1,9,8,5,3,5,7
165:4,2,2,5,1,2,2,7,1,5,3,2,6,7,4,6,5,5,9,7,2,5,7,5,6,3,1,9,7,7
166:7,8,6,6,1,6,1,1,4,9,5,3,9,2,4,4,2,2,5,4,3,1,4,2,2,5,2,2,4,8
167:7,6,6,5,8,2,2,8,7,8,7,7,8,5,9,3,4,9,5,5,2,6,8,7,8,9,3,2,4,1
168:2,6,2,9,7,1,9,4,8,4,6,9,4,3,3,2,8,4,7,4,7,3,8,5,7,5,1,3,4,5
169:6,7,2,1,7,3,5,2,9,1,7,4,6,7,4,1,4,3,8,7,8,7,1,9,7,6,6,1,7,3
170:1,9,8,7,3,5,5,2,2,1,4,8,4,7,4,5,6,4,5,8,6,6,4,6,2,1,7,3,9,6
171:8,3,1,9,9,4,3,8,4,8,1,1,9,5,6,8,4,4,9,6,7,4,9,4,6,9,9,4,8,2
172:1,7,5,4,8,8,3,3,3,4,8,9,4,1,5,6,5,8,9,2,1,8,4,9,3,5,2,6,6,9
173:3,8,3,1,2,6,3,9,5,4,3,2,5,7,6,7,4,8,5,5,4,8,8,8,9,3,8,8,1,1
174:2,4,9,4,3,1,2,1,2,3,3,3,4,5,1,6,2,2,3,5,8,3,5,4,5,3,9,9,8,4
175:4,1,6,8,8,6,4,6,2,3,4,8,5,7,2,6,5,5,5,9,5,4,3,4,1,3,5,3,9,3
176:3,6,8,2,4,5,5,5,7,1,9,4,1,4,2,1,9,1,7,2,7,9,2,9,3,7,4,5,2,5
177:8,7,9,1,6,2,4,9,1,3,1,9,1,3,3,3,5,7,8,5,3,6,3,4,9,1,3,9,3,8
178:3,6,9,8,9,8,5,7,7,2,9,2,2,4,6,8,5,2,9,9,1,8,9,4,7,3,1,8,4,4
179:8,4,4,3,1,6,3,3,7,6,8,7,7,1,7,3,3,8,1,2,2,6,3,4,5,9,7,4,6,3
180:6,3,2,8,8,9,3,4,3,5,1,8,9,6,7,6,7,1,8,8,1,8,5,4,8,2,4,8,3,6
181:1,5,9,6,2,2,1,9,8,2,7,9,8,3,6,7,1,4,2,7,6,8,3,9,4,2,9,2,8,6
182:5,6,7,1,2,1,5,5,4,3,4,8,3,5,4,4,1,2,6,6,7,7,4,2,5,9,9,7,9,8
183:1,8,1,1,6,9,7,6,6,7,1,5,6,3,9,4,4,2,2,1,5,3,8,2,5,2,1,1,6,7
184:5,7,7,7,2,4,3,5,1,1,9,8,1,7,8,2,8,9,4,2,1,9,3,7,1,2,3,1,5,8
185:6,1,6,1,3,7,9,7,3,7,6,3,7,9,5,5,8,4,4,1,5,3,9,5,6,5,4,5,1,5
186:7,8,1,3,7,5,8,6,2,7,4,9,6,8,5,5,3,6,9,2,6,5,9,1,4,2,7,4,8,2
187:8,1,1,1,1,8,8,1,9,3,4,8,7,3,3,2,7,3,1,1,6,8,3,4,5,7,6,6,7,1
188:9,1,1,6,2,4,9,3,4,9,6,9,6,8,3,2,1,8,6,7,1,4,6,1,9,1,7,9,9,8
189:2,5,4,7,3,4,3,3,2,8,4,5,6,5,4,3,3,8,8,8,2,1,7,4,9,9,8,7,5,4
190:2,2,4,9,5,3,7,5,5,4,1,6,3,8,5,7,2,7,5,5,5,1,9,4,3,6,5,1,7,6
191:8,9,3,8,5,9,2,5,2,4,1,1,4,8,4,3,5,6,8,8,3,4,8,4,6,7,9,9,6,4
192:7,3,3,5,9,4,7,1,6,9,7,6,2,4,8,2,1,1,3,5,2,5,3,4,3,2,3,9,6,6
193:5,9,9,6,1,4,7,9,2,7,6,8,6,4,2,3,9,8,2,7,1,3,1,8,7,2,9,8,5,7
194:1,9,5,1,1,1,1,1,6,2,3,9,3,3,2,8,4,3,1,8,4,7,1,5,7,4,3,3,3,4
195:9,5,3,9,4,6,3,4,2,5,5,3,1,5,5,5,4,2,6,1,3,4,5,6,8,1,3,6,9,5
196:8,2,1,7,7,6,4,3,4,5,3,8,9,3,4,8,6,7,9,9,6,5,6,5,1,7,8,3,1,1
197:1,7,2,9,6,7,6,8,5,7,4,8,1,8,8,4,7,6,4,8,7,2,5,4,9,7,7,3,5,3
198:7,8,1,4,6,2,7,4,7,7,4,7,9,8,2,5,6,1,8,2,1,5,3,1,8,3,6,2,3,1
199:6,2,2,4,7,2,6,2,9,8,4,1,2,3,4,3,7,1,3,3,2,6,5,3,7,7,3,8,6,1
200:7,9,5,6,4,5,1,2,2,6,5,3,6,9,7,3,6,5,9,8,5,3,7,3,2,4,8,7,1,3
201:7,5,3,2,3,9,6,9,9,4,8,9,2,6,2,5,8,7,2,6,4,7,8,6,4,2,2,5,4,9
202:6,2,1,7,8,8,6,6,1,8,3,5,6,9,1,8,8,9,4,4,9,5,3,5,6,3,9,9,9,5
203:2,7,5,8,1,3,2,2,4,3,6,8,6,8,4,7,9,5,6,6,9,9,1,2,9,4,8,9,2,4
204:3,6,1,7,8,7,6,1,2,7,5,8,9,8,5,5,6,8,4,6,9,1,3,5,1,8,2,7,2,5
205:4,4,9,1,7,2,6,5,9,8,2,7,9,4,1,9,5,4,9,6,7,1,2,8,2,4,2,1,8,9
206:4,2,4,2,8,9,6,2,3,5,3,5,9,3,3,5,6,8,4,1,3,5,5,4,2,1,7,9,3,8
207:2,1,6,4,6,7,6,3,2,8,1,8,6,9,7,6,5,7,5,1,2,1,7,8,2,3,2,2,7,8
208:4,7,8,7,4,3,1,7,5,2,6,7,5,1,8,8,7,2,2,8,2,8,9,4,9,8,6,6,1,6
209:3,2,9,8,8,4,4,4,8,7,1,8,2,8,1,2,9,8,8,4,4,4,4,7,3,3,7,1,4,5
210:4,1,2,2,9,9,7,6,3,3,7,9,9,5,6,8,8,4,5,7,2,4,5,2,6,6,8,2,8,7
211:6,2,9,5,5,4,9,2,4,3,1,2,7,2,7,3,2,4,7,7,8,6,2,6,1,1,9,9,6,2
212:2,2,3,6,8,8,2,2,7,4,2,1,5,7,5,1,6,7,7,5,9,7,4,4,7,8,6,3,2,4
213:7,8,9,6,4,6,5,3,9,4,8,4,6,1,9,7,5,4,5,6,4,3,7,2,9,6,3,4,2,3
214:3,7,2,2,3,8,6,6,3,4,2,9,2,9,8,5,4,3,2,8,1,7,7,6,4,6,9,6,2,9
215:2,7,3,8,5,3,8,6,7,2,8,7,7,4,2,3,5,5,4,2,4,1,2,8,5,5,8,6,9,7
216:2,4,9,4,3,1,2,1,2,3,3,3,4,5,1,6,2,2,3,5,8,3,5,4,5,3,9,9,8,4
217:4,9,6,9,7,3,8,3,1,3,2,8,1,6,5,9,1,5,6,3,8,4,3,2,8,7,6,7,7,7
218:6,3,2,9,8,3,1,6,1,4,3,4,1,7,2,4,1,8,3,8,3,3,2,4,4,9,7,3,1,7
219:6,2,1,7,8,8,6,6,1,8,3,5,6,9,1,8,8,9,4,4,9,5,3,5,6,3,9,9,9,8
220:3,6,1,7,8,7,6,1,2,7,5,8,9,8,5,5,6,8,4,6,9,1,3,6,1,8,2,7,2,8
221:4,1,2,2,9,9,7,6,3,3,7,9,9,5,6,8,8,4,5,7,2,4,5,2,6,6,8,2,8,7
222:1,2,4,2,1,8,8,4,6,4,7,2,6,6,7,7,8,1,7,6,5,5,1,8,7,6,3,8,8,2
223:1,8,1,9,4,1,7,5,4,6,1,2,3,5,9,1,5,4,9,2,1,5,5,4,6,1,3,9,4,9
224:8,9,7,7,7,6,3,9,4,8,3,3,9,3,9,2,6,2,4,8,6,3,2,1,7,8,8,9,3,9
225:5,1,9,3,1,4,7,5,9,3,4,7,1,2,1,1,7,4,1,5,9,7,8,9,4,3,1,5,4,8
